,BHK,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Rent
2332,2,1305,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,25000
2333,1,600,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,8500
2334,2,950,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,12500
2335,2,1188,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,18000
2336,1,500,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,6000
2337,2,875,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,9000
2338,3,2100,3,Carpet Area,Bangalore,Unfurnished,Bachelors,3,54000
2339,3,1200,2,Super Area,Bangalore,Furnished,Bachelors/Family,2,22000
2340,3,2390,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,120000
2341,1,600,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,7000
2342,2,1150,1,Carpet Area,Bangalore,Semi-Furnished,Family,2,28000
2343,3,1788,0,Carpet Area,Bangalore,Semi-Furnished,Family,3,55000
2344,2,1250,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,19000
2345,1,600,4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,11000
2346,3,1600,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,18000
2347,3,1520,23,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,4,70000
2348,1,550,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,12000
2349,2,1100,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,18000
2350,2,1100,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,30000
2351,2,1100,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,10000
2352,1,400,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,6000
2353,1,300,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,4500
2354,1,500,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,8000
2355,2,1100,3,Carpet Area,Bangalore,Furnished,Bachelors,2,20000
2356,2,1000,1,Carpet Area,Bangalore,Unfurnished,Family,2,17500
2357,2,850,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,22000
2358,2,1020,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,17000
2359,2,1250,1,Super Area,Bangalore,Unfurnished,Bachelors,2,22000
2360,3,1400,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,24000
2361,1,600,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,12000
2362,1,200,4,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,4500
2363,1,300,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,5000
2364,1,400,1,Super Area,Bangalore,Furnished,Bachelors/Family,1,6000
2365,1,450,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,11000
2366,2,1180,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,20000
2367,3,1460,6,Carpet Area,Bangalore,Unfurnished,Bachelors,3,35000
2368,3,1464,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,24000
2369,2,700,-2,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,10000
2370,2,680,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,16000
2371,3,2750,5,Carpet Area,Bangalore,Semi-Furnished,Bachelors,4,100000
2372,2,800,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,14000
2373,2,600,3,Carpet Area,Bangalore,Unfurnished,Bachelors,1,7500
2374,3,1200,1,Carpet Area,Bangalore,Unfurnished,Bachelors,3,16000
2375,4,3200,18,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,65000
2376,2,1800,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,18000
2377,1,500,2,Super Area,Bangalore,Furnished,Bachelors/Family,1,8000
2378,2,1200,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,11000
2379,1,750,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,8000
2380,1,700,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,13000
2381,2,1000,12,Carpet Area,Bangalore,Unfurnished,Bachelors,2,30000
2382,2,800,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,14000
2383,1,200,0,Super Area,Delhi,Furnished,Bachelors,1,20000
2384,3,1800,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,80000
2385,1,400,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,9500
2386,3,600,2,Carpet Area,Delhi,Unfurnished,Bachelors,3,14000
2387,3,1550,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,65000
2388,2,650,2,Carpet Area,Delhi,Unfurnished,Bachelors,2,18500
2389,2,850,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,40000
2390,4,2000,0,Carpet Area,Delhi,Unfurnished,Bachelors,4,90000
2391,1,180,0,Super Area,Delhi,Unfurnished,Bachelors/Family,1,3500
2392,3,140,0,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,25000
2393,1,450,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,9000
2394,3,2500,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,90000
2395,1,720,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,22000
2396,2,400,2,Carpet Area,Delhi,Unfurnished,Bachelors,1,12000
2397,2,450,1,Carpet Area,Delhi,Unfurnished,Bachelors,1,11000
2398,1,250,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,20000
2399,4,3000,4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,5,260000
2400,2,550,3,Carpet Area,Delhi,Unfurnished,Bachelors,2,11000
2401,2,450,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,10000
2402,3,2500,2,Carpet Area,Delhi,Unfurnished,Bachelors,3,60000
2403,4,800,1,Super Area,Delhi,Unfurnished,Bachelors/Family,4,350000
2404,2,100,3,Super Area,Delhi,Unfurnished,Bachelors,2,16000
2405,1,400,2,Carpet Area,Delhi,Furnished,Bachelors,1,16000
2406,2,750,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,12000
2407,1,400,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,8000
2408,3,1100,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,14000
2409,1,450,0,Carpet Area,Delhi,Furnished,Bachelors/Family,1,14900
2410,2,850,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,15000
2411,3,600,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,10000
2412,2,750,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,40000
2413,1,500,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,9000
2414,1,350,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,7000
2415,2,623,2,Carpet Area,Delhi,Furnished,Bachelors/Family,1,13500
2416,3,2400,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,95000
2417,1,75,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,20000
2418,2,450,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,7500
2419,2,445,4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,9000
2420,3,300,1,Carpet Area,Delhi,Furnished,Bachelors,3,80000
2421,3,1670,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,50000
2422,1,550,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,13000
2423,1,350,4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,12000
2424,2,650,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,16000
2425,2,70,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,13000
2426,2,100,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,29000
2427,3,800,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,18000
2428,2,60,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,8500
2429,3,2000,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,27000
2430,2,600,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,18000
2431,1,450,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,11500
2432,2,2200,1,Carpet Area,Delhi,Unfurnished,Bachelors,3,80000
2433,2,600,1,Carpet Area,Delhi,Unfurnished,Bachelors,2,15500
2434,4,2000,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,55000
2435,2,800,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,20000
2436,3,170,4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,35000
2437,2,150,0,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,38000
2438,2,650,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,16000
2439,3,1250,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,50000
2440,1,600,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,9500
2441,4,2100,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,90000
2442,1,450,3,Super Area,Delhi,Unfurnished,Bachelors,1,10000
2443,2,100,2,Carpet Area,Delhi,Unfurnished,Bachelors,2,25000
2444,1,650,3,Super Area,Delhi,Furnished,Bachelors/Family,1,30000
2445,2,48,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,12000
2446,2,550,4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,16500
2447,1,240,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,4500
2448,2,700,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,30000
2449,1,48,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,12000
2450,2,100,0,Super Area,Delhi,Unfurnished,Bachelors/Family,2,23000
2451,3,1901,9,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,70000
2452,1,50,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,5500
2453,3,1300,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,35000
2454,2,145,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,9000
2455,2,800,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,22000
2456,3,1100,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,4,35000
2457,1,450,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,12000
2458,2,300,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,6000
2459,2,1040,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,22000
2460,1,25,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,5000
2461,2,900,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,20500
2462,2,1100,3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,7500
2463,2,380,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,5500
2464,3,450,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,25000
2465,1,550,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,13000
2466,1,180,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,5000
2467,3,1650,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,40000
2468,1,250,1,Super Area,Delhi,Furnished,Bachelors/Family,1,12500
2469,1,400,0,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,6000
2470,2,900,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,15500
2471,3,1900,2,Super Area,Delhi,Furnished,Bachelors/Family,3,75000
2472,3,892,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,36000
2473,1,400,0,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,13000
2474,3,100,1,Carpet Area,Delhi,Unfurnished,Bachelors,2,45000
2475,2,60,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,2000
2476,2,80,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,28000
2477,2,450,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,9000
2478,1,520,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,12000
2479,1,350,1,Super Area,Delhi,Furnished,Bachelors/Family,1,13000
2480,2,600,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,11000
2481,3,950,1,Carpet Area,Delhi,Furnished,Bachelors,2,35000
2482,2,450,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,10000
2483,1,450,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,20000
2484,2,850,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,25000
2485,1,200,3,Carpet Area,Delhi,Unfurnished,Bachelors,1,8000
2486,4,3000,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,150000
2487,3,1500,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,36000
2488,2,700,0,Super Area,Delhi,Unfurnished,Bachelors/Family,2,12000
2489,1,530,0,Super Area,Delhi,Unfurnished,Bachelors/Family,1,8500
2490,3,800,2,Carpet Area,Delhi,Unfurnished,Bachelors,2,17000
2491,1,45,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,7500
2492,1,900,3,Super Area,Delhi,Furnished,Bachelors/Family,1,16000
2493,1,450,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,9000
2494,2,650,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,8000
2495,2,900,2,Super Area,Delhi,Furnished,Bachelors/Family,2,45000
2496,2,900,4,Carpet Area,Delhi,Furnished,Bachelors/Family,2,27000
2497,2,120,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,14000
2498,2,600,2,Carpet Area,Delhi,Unfurnished,Bachelors,2,14000
2499,2,615,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,14000
2500,1,225,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,7500
2501,1,800,1,Carpet Area,Delhi,Unfurnished,Bachelors,1,10000
2502,1,400,4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,7000
2503,1,800,4,Super Area,Delhi,Furnished,Bachelors/Family,2,25000
2504,2,60,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,9000
2505,3,1000,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,22000
2506,3,75,4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,10000
2507,3,800,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,11000
2508,1,200,3,Super Area,Delhi,Furnished,Bachelors/Family,1,12500
2509,3,800,2,Carpet Area,Delhi,Unfurnished,Bachelors,2,15000
2510,2,80,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,35000
2511,2,900,2,Super Area,Delhi,Unfurnished,Family,2,35000
2512,2,1125,2,Super Area,Delhi,Furnished,Bachelors/Family,2,52000
2513,3,900,3,Super Area,Delhi,Unfurnished,Bachelors/Family,2,15000
2514,2,1100,3,Carpet Area,Delhi,Unfurnished,Bachelors,2,32000
2515,1,400,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,11500
2516,3,713,1,Carpet Area,Delhi,Furnished,Bachelors/Family,3,45000
2517,2,700,4,Carpet Area,Delhi,Unfurnished,Bachelors,1,16000
2518,2,1000,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,20000
2519,1,54,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,7000
2520,3,200,3,Carpet Area,Delhi,Unfurnished,Bachelors,3,85000
2521,1,200,4,Super Area,Delhi,Furnished,Bachelors/Family,1,15000
2522,2,800,3,Super Area,Delhi,Furnished,Bachelors/Family,2,22000
2523,2,1000,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,32000
2524,2,500,4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,20000
2525,1,300,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,35000
2526,2,900,0,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,35000
2527,3,240,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,65000
2528,2,650,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,15000
2529,3,950,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,12000
2530,1,500,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,8000
2531,1,500,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,11000
2532,2,450,4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,12000
2533,4,2800,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,140000
2534,2,150,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,24000
2535,1,400,3,Carpet Area,Delhi,Furnished,Bachelors/Family,1,20000
2536,3,100,3,Super Area,Delhi,Furnished,Bachelors/Family,2,16000
2537,1,400,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,15000
2538,2,900,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,28500
2539,3,1350,1,Super Area,Delhi,Semi-Furnished,Family,3,30000
2540,1,500,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,16000
2541,3,1700,1,Carpet Area,Delhi,Furnished,Bachelors,3,80000
2542,1,400,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,11000
2543,2,110,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,21000
2544,3,1200,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,10500
2545,2,50,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,15000
2546,3,100,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,16000
2547,2,1000,2,Super Area,Delhi,Furnished,Bachelors/Family,2,45000
2548,1,63,4,Super Area,Delhi,Furnished,Bachelors/Family,1,6000
2549,3,1800,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,40000
2550,2,1440,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,36000
2551,2,55,0,Super Area,Delhi,Unfurnished,Bachelors/Family,2,12000
2552,3,1500,1,Carpet Area,Delhi,Unfurnished,Bachelors,3,45000
2553,2,400,3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,20000
2554,3,100,1,Carpet Area,Delhi,Furnished,Bachelors/Family,2,10000
2555,2,500,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,5000
2556,2,100,0,Super Area,Delhi,Unfurnished,Bachelors/Family,2,8000
2557,2,455,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,13000
2558,2,80,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,15000
2559,2,450,0,Super Area,Delhi,Unfurnished,Bachelors/Family,1,7500
2560,1,400,0,Super Area,Delhi,Unfurnished,Bachelors/Family,1,6000
2561,4,300,1,Super Area,Delhi,Unfurnished,Bachelors/Family,4,100000
2562,2,700,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,12000
2563,2,600,4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,10000
2564,2,800,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,10000
2565,2,950,2,Super Area,Delhi,Unfurnished,Bachelors/Family,2,12000
2566,2,450,4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,15000
2567,1,450,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,10000
2568,2,68,3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,12000
2569,2,850,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,14500
2570,2,1000,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,18500
2571,1,600,4,Carpet Area,Delhi,Furnished,Bachelors,1,24000
2572,2,65,0,Super Area,Delhi,Unfurnished,Bachelors/Family,1,11000
2573,3,1700,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,52000
2574,3,1800,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,70000
2575,2,1000,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,12000
2576,2,900,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,22000
2577,4,2300,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,4,200000
2578,2,75,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,20000
2579,3,200,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,45000
2580,1,200,2,Carpet Area,Delhi,Unfurnished,Bachelors,1,8000
2581,1,200,2,Carpet Area,Delhi,Unfurnished,Bachelors,1,8000
2582,2,450,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,9500
2583,2,750,1,Carpet Area,Delhi,Furnished,Bachelors,2,25000
2584,2,400,1,Carpet Area,Delhi,Unfurnished,Bachelors,1,12000
2585,2,84,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,24000
2586,2,90,2,Super Area,Delhi,Unfurnished,Bachelors/Family,2,27000
2587,2,90,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,18000
2588,2,500,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,17000
2589,2,75,4,Super Area,Delhi,Unfurnished,Bachelors/Family,2,15000
2590,1,512,1,Carpet Area,Delhi,Furnished,Bachelors/Family,1,13000
2591,3,1500,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,70000
2592,1,446,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,14000
2593,3,1100,4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,32000
2594,1,125,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,4000
2595,3,1800,3,Super Area,Delhi,Furnished,Bachelors/Family,3,100000
2596,3,1300,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,20000
2597,3,2000,7,Super Area,Delhi,Semi-Furnished,Family,2,30000
2598,2,1200,2,Carpet Area,Delhi,Furnished,Bachelors,2,150000
2599,3,125,1,Super Area,Delhi,Unfurnished,Bachelors,2,19500
2600,2,730,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,18000
2601,2,160,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,25000
2602,2,1000,0,Super Area,Delhi,Unfurnished,Bachelors/Family,2,18000
2603,1,450,1,Super Area,Delhi,Furnished,Bachelors/Family,1,10000
2604,2,75,2,Super Area,Delhi,Furnished,Bachelors/Family,2,12000
2605,3,2000,1,Super Area,Delhi,Semi-Furnished,Bachelors,3,25000
2606,4,2400,4,Super Area,Delhi,Unfurnished,Bachelors,3,40000
2607,2,1800,0,Super Area,Delhi,Semi-Furnished,Bachelors,2,30000
2608,3,1800,0,Super Area,Delhi,Unfurnished,Family,3,29000
2609,3,2200,2,Super Area,Delhi,Unfurnished,Bachelors/Family,3,35000
2610,3,2200,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,21000
2611,3,900,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,31000
2612,2,75,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,8000
2613,2,75,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,15500
2614,3,1800,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,32000
2615,3,160,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,30000
2616,4,2700,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,4,42000
2617,3,1050,3,Carpet Area,Delhi,Furnished,Bachelors/Family,2,20500
2618,3,1800,2,Super Area,Delhi,Furnished,Bachelors/Family,3,60000
2619,2,2700,1,Super Area,Delhi,Furnished,Bachelors/Family,2,95000
2620,1,499,2,Carpet Area,Delhi,Semi-Furnished,Family,1,16000
2621,1,450,3,Carpet Area,Delhi,Unfurnished,Bachelors,1,8500
2622,1,60,3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,14000
2623,3,2200,0,Super Area,Delhi,Unfurnished,Bachelors/Family,3,140000
2624,2,130,0,Super Area,Delhi,Unfurnished,Bachelors/Family,1,8000
2625,3,650,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,12500
2626,2,100,3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,14000
2627,2,45,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,6000
2628,2,600,2,Super Area,Delhi,Unfurnished,Bachelors/Family,2,10000
2629,3,800,0,Super Area,Delhi,Unfurnished,Bachelors/Family,1,15000
2630,3,1500,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,8000
2631,1,30,1,Super Area,Delhi,Furnished,Bachelors/Family,1,10000
2632,1,55,0,Super Area,Delhi,Unfurnished,Bachelors/Family,1,8500
2633,2,900,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,25000
2634,2,1000,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,13000
2635,1,360,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,6000
2636,1,450,1,Super Area,Delhi,Furnished,Bachelors/Family,1,7000
2637,2,900,4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,22000
2638,2,1100,2,Super Area,Delhi,Furnished,Bachelors/Family,2,40000
2639,2,700,0,Super Area,Delhi,Furnished,Bachelors/Family,2,22000
2640,1,400,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,4500
2641,3,950,0,Super Area,Delhi,Unfurnished,Bachelors/Family,2,15000
2642,3,3000,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,4,130000
2643,2,950,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,23000
2644,3,1100,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,45000
2645,1,497,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,15000
2646,3,100,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,13000
2647,2,70,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,10000
2648,2,55,2,Super Area,Delhi,Unfurnished,Bachelors/Family,2,10000
2649,1,300,4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,6500
2650,1,400,2,Carpet Area,Delhi,Unfurnished,Bachelors,1,7000
2651,2,500,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,7000
2652,4,650,4,Super Area,Delhi,Furnished,Bachelors/Family,2,17401
2653,1,630,0,Super Area,Delhi,Furnished,Bachelors/Family,1,5500
2654,1,450,1,Super Area,Delhi,Unfurnished,Family,1,20000
2655,2,500,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,7000
2656,5,200,2,Carpet Area,Delhi,Unfurnished,Bachelors,5,190000
2657,2,95,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,13000
2658,4,272,0,Carpet Area,Delhi,Furnished,Bachelors,3,60000
2659,2,800,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,17000
2660,2,50,2,Super Area,Delhi,Unfurnished,Bachelors/Family,2,16000
2661,1,400,2,Super Area,Delhi,Furnished,Bachelors/Family,1,9500
2662,1,450,0,Super Area,Delhi,Unfurnished,Bachelors/Family,1,5000
2663,3,1800,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,27000
2664,3,1800,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,29000
2665,3,2000,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,29000
2666,4,2700,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,37000
2667,4,2700,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,36000
2668,3,1800,4,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,35000
2669,4,2700,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,4,42000
